Sat Apr  1 13:48:02 2017,16.0,24.0
Sat Apr  1 13:49:00 2017,16.0,24.0
Sat Apr  1 13:50:00 2017,16.0,24.0
Sat Apr  1 13:51:02 2017,16.0,24.0
Sat Apr  1 13:52:00 2017,16.0,24.0
Sat Apr  1 13:53:02 2017,16.0,24.0
Sat Apr  1 13:54:00 2017,16.0,24.0
Sat Apr  1 13:55:00 2017,16.0,24.0
Sat Apr  1 13:56:00 2017,16.0,24.0
Sat Apr  1 13:57:00 2017,16.0,24.0
Sat Apr  1 13:58:00 2017,16.0,24.0
Sat Apr  1 13:59:00 2017,16.0,24.0
Sat Apr  1 14:00:00 2017,16.0,24.0
Sat Apr  1 14:01:00 2017,16.0,24.0
Sat Apr  1 14:02:00 2017,16.0,24.0
Sat Apr  1 14:03:00 2017,16.0,24.0
Sat Apr  1 14:04:00 2017,16.0,24.0
Sat Apr  1 14:05:02 2017,16.0,24.0
Sat Apr  1 14:06:00 2017,16.0,24.0
Sat Apr  1 14:07:02 2017,16.0,24.0
Sat Apr  1 14:08:00 2017,16.0,24.0
Sat Apr  1 14:09:00 2017,16.0,24.0
Sat Apr  1 14:10:00 2017,16.0,24.0
